,,age_grp,Count,Notes,Rate,Statistics
55,2010,15-17,11.0,,6.25,
55,2011,15-17,7.0,,4.09,
55,2012,15-17,6.0,,3.47,
55,2013,15-17,6.0,,3.43,
55,2014,15-17,6.0,,3.42,
55,2015,15-17,5.0,,2.75,
55,Total for selection,15-17,113.0,,4.3,
55,Year,15-17,,,,Lawrence
56,Year,15-17,,,,Lewis
57,Total for selection,15-17,170.0,,4.65,
57,Year,15-17,,,,Lincoln
58,Total for selection,15-17,40.0,,4.48,
58,Year,15-17,,,,Linn
59,Total for selection,15-17,60.0,,6.81,
59,Year,15-17,,,,Livingston
60,Total for selection,15-17,36.0,,3.74,
60,Year,15-17,,,,Macon
61,Total for selection,15-17,58.0,,7.17,
61,Year,15-17,,,,Madison
62,Total for selection,15-17,19.0,*,3.11,
62,Year,15-17,,,,Maries
63,Total for selection,15-17,61.0,,3.54,
63,Year,15-17,,,,Marion
64,Total for selection,15-17,57.0,,3.44,
64,Year,15-17,,,,McDonald
65,Year,15-17,,,,Mercer
66,Total for selection,15-17,62.0,,3.77,
66,Year,15-17,,,,Miller
67,Total for selection,15-17,37.0,,4.5,
67,Year,15-17,,,,Mississippi
68,Total for selection,15-17,31.0,,3.05,
68,Year,15-17,,,,Moniteau
69,Total for selection,15-17,13.0,*,2.15,
69,Year,15-17,,,,Monroe
70,Total for selection,15-17,31.0,,3.84,
70,Year,15-17,,,,Montgomery
71,Total for selection,15-17,49.0,,3.99,
71,Year,15-17,,,,Morgan
72,Total for selection,15-17,54.0,,4.38,
72,Year,15-17,,,,New Madrid
73,Total for selection,15-17,166.0,,4.26,
73,Year,15-17,,,,Newton
74,Total for selection,15-17,27.0,,2.31,
74,Year,15-17,,,,Nodaway
75,Total for selection,15-17,26.0,,3.69,
75,Year,15-17,,,,Oregon
76,Total for selection,15-17,15.0,*,1.66,
76,Year,15-17,,,,Osage
77,Total for selection,15-17,10.0,*,1.81,
77,Year,15-17,,,,Ozark
78,Total for selection,15-17,77.0,,5.67,
78,Year,15-17,,,,Pemiscot
79,Total for selection,15-17,73.0,,5.83,
79,Year,15-17,,,,Perry
80,Total for selection,15-17,109.0,,4.08,
80,Year,15-17,,,,Pettis
81,Total for selection,15-17,143.0,,5.43,
81,Year,15-17,,,,Phelps
82,Total for selection,15-17,86.0,,7.53,
82,Year,15-17,,,,Pike
83,2002,15-17,,*,,
83,2003,15-17,,*,,
83,2004,15-17,,*,,
83,2005,15-17,,*,,
83,2006,15-17,,*,,
83,2007,15-17,,*,,
83,2009,15-17,,*,,
83,2010,15-17,,*,,
83,2011,15-17,,*,,
83,2012,15-17,,*,,
83,2013,15-17,,*,,
83,2014,15-17,,*,,
83,2015,15-17,,*,,
83,2001,15-17,20.0,,5.85,
83,2002,15-17,17.0,,4.94,
83,2003,15-17,11.0,,3.24,
83,2004,15-17,9.0,,2.6,
83,2005,15-17,10.0,,2.75,
83,2006,15-17,14.0,,3.8,
83,2007,15-17,15.0,,3.95,
83,2008,15-17,21.0,,5.56,
83,2009,15-17,15.0,,3.95,
83,2010,15-17,16.0,,4.13,
83,2011,15-17,15.0,,3.79,
83,2012,15-17,15.0,,3.77,
83,2013,15-17,11.0,,2.8,
83,2014,15-17,13.0,,3.26,
83,2015,15-17,15.0,,3.68,
83,Total for selection,15-17,217.0,,3.86,
83,Year,15-17,,,,Platte
84,Total for selection,15-17,108.0,,5.16,
84,Year,15-17,,,,Polk
85,Total for selection,15-17,87.0,,3.06,
85,Year,15-17,,,,Pulaski
86,Total for selection,15-17,7.0,*,2.25,
86,Year,15-17,,,,Putnam
87,Total for selection,15-17,8.0,*,1.24,
87,Year,15-17,,,,Ralls
88,Total for selection,15-17,56.0,,3.75,
88,Year,15-17,,,,Randolph
89,Total for selection,15-17,72.0,,4.26,
89,Year,15-17,,,,Ray
90,Total for selection,15-17,31.0,,7.06,
90,Year,15-17,,,,Reynolds
91,Total for selection,15-17,108.0,,11.98,
91,Year,15-17,,,,Ripley
92,Total for selection,15-17,79.0,,5.5,
92,Year,15-17,,,,Saline
93,Total for selection,15-17,7.0,*,2.27,
93,Year,15-17,,,,Schuyler
94,Total for selection,15-17,18.0,*,4.99,
94,Year,15-17,,,,Scotland
95,Total for selection,15-17,124.0,,4.66,
95,Year,15-17,,,,Scott
96,Total for selection,15-17,45.0,,7.84,
96,Year,15-17,,,,Shannon
97,Total for selection,15-17,9.0,*,2.0,
97,Year,15-17,,,,Shelby
98,2001,15-17,44.0,,3.12,
98,2002,15-17,58.0,,3.99,
98,2003,15-17,62.0,,4.2,
98,2004,15-17,66.0,,4.38,
98,2005,15-17,61.0,,3.94,
98,2006,15-17,64.0,,4.01,
98,2007,15-17,60.0,,3.73,
98,2008,15-17,74.0,,4.63,
98,2009,15-17,52.0,,3.29,
98,2010,15-17,44.0,,2.8,
98,2011,15-17,52.0,,3.31,
98,2012,15-17,70.0,,4.38,
98,2013,15-17,63.0,,3.92,
98,2014,15-17,71.0,,4.38,
98,2015,15-17,76.0,,4.58,
98,Total for selection,15-17,917.0,,3.92,
98,Year,15-17,,,,St. Charles
99,Total for selection,15-17,21.0,,3.67,
99,Year,15-17,,,,St. Clair
100,2002,15-17,,*,,
100,2003,15-17,,*,,
100,2005,15-17,,*,,
100,2006,15-17,,*,,
100,2007,15-17,,*,,
100,2009,15-17,,*,,
100,2010,15-17,,*,,
100,2011,15-17,,*,,
100,2012,15-17,,*,,
100,2013,15-17,,*,,
100,2014,15-17,,*,,
100,2015,15-17,,*,,
100,2001,15-17,22.0,,9.06,
100,2002,15-17,19.0,,7.62,
100,2003,15-17,15.0,,6.06,
100,2004,15-17,23.0,,9.17,
100,2005,15-17,17.0,,6.9,
100,2006,15-17,16.0,,6.26,
100,2007,15-17,16.0,,6.48,
100,2008,15-17,20.0,,8.25,
100,2009,15-17,14.0,,5.88,
100,2010,15-17,16.0,,6.6,
100,2011,15-17,13.0,,5.4,
100,2012,15-17,8.0,,3.36,
100,2013,15-17,7.0,,2.93,
100,2014,15-17,19.0,,8.3,
100,2015,15-17,19.0,,7.8,
100,Total for selection,15-17,244.0,,6.68,
100,Year,15-17,,,,St. Francois
101,2001,15-17,65.0,,4.63,
101,2002,15-17,54.0,,3.98,
101,2003,15-17,62.0,,4.58,
101,2004,15-17,64.0,,4.76,
101,2005,15-17,40.0,,2.97,
101,2006,15-17,51.0,,3.78,
101,2007,15-17,26.0,,1.93,
101,2008,15-17,38.0,,2.87,
101,2009,15-17,30.0,,2.34,
101,2010,15-17,40.0,,3.29,
101,2011,15-17,28.0,,2.58,
101,2012,15-17,30.0,,2.97,
101,2013,15-17,25.0,,2.62,
101,2014,15-17,22.0,,2.38,
101,2015,15-17,36.0,,3.95,
101,Total for selection,15-17,611.0,,3.36,
101,Year,15-17,,,,St. Louis City
102,2001,15-17,151.0,,3.35,
102,2002,15-17,166.0,,3.67,
102,2003,15-17,155.0,,3.43,
102,2004,15-17,130.0,,2.89,
102,2005,15-17,157.0,,3.4,
102,2006,15-17,143.0,,3.07,
102,2007,15-17,142.0,,3.04,
102,2008,15-17,141.0,,3.08,
102,2009,15-17,119.0,,2.62,
102,2010,15-17,122.0,,2.73,
102,2011,15-17,117.0,,2.71,
102,2012,15-17,111.0,,2.64,
102,2013,15-17,92.0,,2.24,
102,2014,15-17,112.0,,2.76,
102,2015,15-17,154.0,,3.8,
102,Total for selection,15-17,2012.0,,3.03,
102,Year,15-17,,,,St. Louis County
103,Total for selection,15-17,35.0,,2.89,
103,Year,15-17,,,,Ste. Genevieve
104,Total for selection,15-17,104.0,,5.39,
104,Year,15-17,,,,Stoddard
105,Total for selection,15-17,62.0,,3.56,
105,Year,15-17,,,,Stone
106,Total for selection,15-17,24.0,,5.47,
106,Year,15-17,,,,Sullivan
107,2001,15-17,,*,,
107,2002,15-17,,*,,
107,2003,15-17,,*,,
107,2004,15-17,,*,,
107,2005,15-17,,*,,
107,2006,15-17,,*,,
107,2007,15-17,,*,,
107,2008,15-17,,*,,
107,2009,15-17,,*,,
107,2010,15-17,,*,,
107,2011,15-17,,*,,
107,2012,15-17,,*,,
107,2013,15-17,,*,,
107,2014,15-17,,*,,
107,2015,15-17,,*,,
107,2001,15-17,10.0,,6.09,
107,2002,15-17,6.0,,3.82,
107,2003,15-17,8.0,,5.03,
107,2004,15-17,13.0,,7.99,
107,2005,15-17,12.0,,6.75,
107,2006,15-17,7.0,,3.97,
107,2007,15-17,14.0,,7.45,
107,2008,15-17,9.0,,4.68,
107,2009,15-17,11.0,,5.67,
107,2010,15-17,15.0,,7.65,
107,2011,15-17,12.0,,5.99,
107,2012,15-17,9.0,,4.5,
107,2013,15-17,7.0,,3.46,
107,2014,15-17,9.0,,4.43,
107,2015,15-17,15.0,,7.07,
107,Total for selection,15-17,157.0,,5.64,
107,Year,15-17,,,,Taney
108,Total for selection,15-17,106.0,,6.64,
108,Year,15-17,,,,Texas
109,Total for selection,15-17,64.0,,4.3,
109,Year,15-17,,,,Vernon
110,Total for selection,15-17,92.0,,4.55,
110,Year,15-17,,,,Warren
111,Total for selection,15-17,84.0,,5.14,
111,Year,15-17,,,,Washington
112,Total for selection,15-17,37.0,,4.54,
112,Year,15-17,,,,Wayne
113,Total for selection,15-17,77.0,,3.06,
113,Year,15-17,,,,Webster
114,Year,15-17,,,,Worth
115,Total for selection,15-17,56.0,,4.29,
115,Year,15-17,,,,Wright
116,2001,15-17,1003.0,,4.01,
116,2002,15-17,1061.0,,4.24,
116,2003,15-17,1073.0,,4.3,
116,2004,15-17,1038.0,,4.13,
116,2005,15-17,1024.0,,4.01,
116,2006,15-17,1049.0,,4.05,
116,2007,15-17,1000.0,,3.85,
116,2008,15-17,1041.0,,4.07,
116,2009,15-17,938.0,,3.73,
116,2010,15-17,942.0,,3.8,
116,2011,15-17,917.0,,3.78,
116,2012,15-17,862.0,,3.61,
116,2013,15-17,932.0,,3.94,
116,2014,15-17,960.0,,4.05,
116,2015,15-17,1102.0,,4.59,
116,Total for selection,15-17,14942.0,,4.01,
116,Year,15-17,,,,Total for selection
117,2001,15-17,1004.0,,4.01,
117,2002,15-17,1061.0,,4.24,
117,2003,15-17,1073.0,,4.3,
117,2004,15-17,1039.0,,4.15,
117,2005,15-17,1026.0,,4.01,
117,2006,15-17,1050.0,,4.05,
117,2007,15-17,1000.0,,3.85,
117,2008,15-17,1042.0,,4.08,
117,2009,15-17,938.0,,3.73,
117,2010,15-17,942.0,,3.8,
117,2011,15-17,917.0,,3.78,
117,2012,15-17,862.0,,3.61,
117,2013,15-17,932.0,,3.94,
117,2014,15-17,960.0,,4.05,
117,2015,15-17,1105.0,,4.61,
117,Total for selection,15-17,14951.0,,4.01,
117,Year,15-17,,,,Missouri
